firm year DPS_Dummy risk growth mb size cash lev cr re roa tax fix age liquid
185 2013 0 -0.1335 0.0188 1.8769 12.4506 0.075 1.5656 1.2086 1.3625 -0.1736 0 0.2252 3.6376 0.4333
185 2014 0 -2.8452 2.4989 1.832 12.9296 0.0176 1.3227 1.0699 1.3935 0.0362 0 0.2401 3.6636 1.5514
185 2015 0 1.4048 -0.3354 1.7568 13.2006 0.0185 0.582 1.1267 -0.7803 8e-04 0 0.3901 3.6889 2.0041
186 2010 1 0.4921 0.1643 1.7621 14.6315 0.3447 0.3399 2.2919 0.8115 0.3246 0.1128 0.087 3.2581 0.0532
186 2011 1 0.4759 0.5494 1.7992 15.1334 0.1527 0.3279 2.0061 0.8873 0.3959 0.1043 0.0414 3.2958 0.1089
187 2014 1 0.0581 0.1863 1.9107 12.6269 0.0106 0.5167 2.0749 0.4912 0.2182 0.1841 0.0983 2.9957 1.2356
187 2015 1 0.3478 -0.0124 1.4801 12.7322 0.0405 0.4739 2.2276 0.5074 0.1367 0.1692 0.1036 3.0445 0.5184
187 2016 1 0.1406 0.1157 2.75 13.0263 0.0314 0.5757 1.6819 1.2024 0.1036 0.1635 0.1061 3.091 0.5357
188 2016 1 0.4243 0.4386 2.2463 13.0898 0.0598 0.7646 1.1321 2.074 0.0573 0.1611 0.1313 3.2189 1.0135
189 2013 1 0.4048 0.0419 1.2682 12.1562 0.0401 0.2825 2.2901 0.2559 0.1618 0.1799 0.3779 2.3026 1.8705
189 2014 1 0.3351 0.3931 1.2397 12.2321 0.0262 0.3472 1.6851 0.2086 0.0926 0.212 0.3651 2.3979 0.6425
189 2015 1 0.1996 -0.0875 1.8086 12.4224 0.0312 0.4336 1.5348 0.2409 0.0578 0.1564 0.2715 2.4849 0.7346
189 2016 0 79.4788 0.1099 4.3398 12.4737 0.0292 0.5281 1.3623 6.0332 -0.0528 0 0.2747 2.5649 1.0368
190 2009 1 0.1703 0.1159 0.8654 14.9526 0.0423 0.6457 1.302 0.3363 0.1174 0.2184 0.3732 3.2189 1e-04
190 2010 1 0.441 0.1129 0.9879 14.9563 0.0363 0.6714 1.1554 0.2871 0.0614 0.1999 0.3576 3.2581 0.0134
190 2011 1 0.1984 0.2846 0.9532 15.0698 0.0816 0.7009 1.5467 0.3008 0.0726 0.1835 0.2999 3.2958 0.0065
190 2012 1 0.3434 0.5826 1.0998 15.3934 0.0246 0.7284 1.4974 0.4429 0.0862 0.1894 0.2203 3.3322 0.0109
190 2013 1 0.6802 0.4303 1.4702 15.6553 0.0443 0.5511 1.9182 0.6816 0.2367 0.2194 0.223 3.3673 0.1557
190 2014 1 0.2552 0.039 1.1332 15.8875 0.0842 0.493 1.7925 0.5732 0.2704 0.2099 0.2185 3.4012 0.0532
190 2015 1 0.7852 -0.2088 1.3179 15.8775 0.0212 0.5532 1.248 0.4844 0.1562 0.2101 0.2398 3.434 0.0632
190 2016 1 0.0822 0.2314 2.1143 16.0007 0.0604 0.4666 1.4572 0.8088 0.1865 0.1906 0.2291 3.4657 0.0759
191 2014 1 0.206 0.0252 1.2139 15.319 0.0381 0.7321 1.2068 0.3812 0.0269 0 0.229 3.912 0.1035
191 2015 1 0.8723 0.0551 1.2547 15.3728 0.0251 0.7696 1.0673 0.3168 0.006 0 0.2164 3.9318 0.0601
191 2016 1 0.6145 0.0533 1.6333 15.2874 0.0266 0.7342 1.2385 1.7217 0.0168 0 0.228 3.9512 0.1227
192 2011 0 -1.4182 0.6099 1.3876 16.5089 0.0664 1.231 0.7017 1.4616 -0.1447 0 0.1464 3.2581 1.1771
192 2012 0 -0.3492 0.2762 1.4599 16.8759 0.1515 1.3897 0.6458 1.1895 -0.166 0 0.1085 3.2958 0.1378
192 2013 0 -0.1554 -0.6069 1.7403 16.8829 0.0325 1.5875 0.5728 1.1248 -0.2055 0 0.1024 3.3322 0.179
192 2014 0 -0.9474 0.6556 1.7489 16.9333 0.0149 1.613 0.571 1.1138 -0.0386 0 0.0867 3.3673 0.1291
192 2015 0 -0.3077 -0.4204 1.8454 16.8772 0.0153 1.6827 0.5457 1.108 -0.0263 0 0.0852 3.4012 0.1988
192 2016 0 -0.54 1.31 -2.2744 16.8241 0.0067 1.7151 0.5365 -0.0934 -0.0619 0 0.0823 3.434 -0.3023
193 2014 1 0.2893 1.0221 1.4391 11.2943 0.0937 0.4962 1.6148 0.5554 0.171 0.229 0.196 2.7081 3.8638
193 2015 1 1.2207 -0.2557 1.9718 11.3689 0.0917 0.4878 1.4709 0.3111 0.0342 0.1375 0.2635 2.7726 2.5993
193 2016 1 0.1053 0.279 1.891 11.9911 0.3629 0.3708 2.0325 1.4681 0.0541 0.1137 0.1602 2.8332 1.4034
194 2009 1 0.1803 -0.2818 1.169 13.7766 0.2299 0.6321 1.285 0.3783 0.0811 0.146 0.1414 3.4657 0.0068
194 2010 1 0.5232 0.5197 1.2675 13.9128 0.1056 0.6028 1.3515 0.4974 0.1539 0.1699 0.1568 3.4965 0.0028
194 2011 1 0.0394 0.1894 1.4128 14.0202 0.3104 0.543 1.5796 0.6077 0.196 0.1968 0.1602 3.5264 0.0411
194 2012 1 0.3391 0.3001 1.3007 14.4675 0.1616 0.5797 1.5424 0.591 0.2044 0.19 0.0949 3.5553 0.0081
194 2013 1 0.3186 0.3245 1.759 14.6058 0.0901 0.5349 1.6353 0.6781 0.1875 0.1605 0.0814 3.5835 0.0188
194 2014 1 0.6467 -0.1043 1.7082 14.6195 0.0656 0.5842 1.4499 0.4212 0.0689 0.1382 0.0898 3.6109 0.0026
194 2015 1 0.8368 -0.1051 1.5748 14.4648 0.077 0.5415 1.5867 0.2135 0.0268 0 0.1187 3.6376 0.0144
194 2016 1 0.733 0.0585 1.9758 14.4373 0.1589 0.4826 1.843 2.4518 0.0871 0.1338 0.1156 3.6636 0.0028
195 2013 1 0.0206 0.4442 5.0553 14.4604 0.0442 0.4966 1.607 0.5372 0.2764 0.1479 0.1901 3.7136 0.0349
195 2014 1 0.3358 0.0896 3.7732 14.6778 0.0274 0.2716 3.1337 0.6812 0.4296 0.1117 0.1654 3.7377 0.0125
195 2015 1 0.4829 -0.0362 2.6875 14.8092 0.0196 0.3178 2.2851 0.5941 0.2516 0.1299 0.1687 3.7612 0.0965
195 2016 1 0.6157 0.1024 5.1487 14.9057 0.0133 0.4215 1.5163 0.6988 0.132 0.172 0.2371 3.7842 0.0027
196 2013 1 0.0652 0.2248 4.3179 12.3956 0.0873 0.4197 1.3273 0.3413 0.1438 7e-04 0.5076 2.8904 0.7821
196 2014 1 0.5439 -0.4522 2.7303 12.6192 0.0023 0.5209 0.8022 0.362 0.0512 0 0.5783 2.9444 0.1592
196 2015 0 -2.7983 -0.2568 1.8422 12.6693 0.0063 0.721 0.456 -0.0422 -0.148 0 0.6574 2.9957 0.1485
196 2016 1 -3.1902 0.2717 2.9562 12.8564 0.0196 0.7461 0.3302 17.1814 0.0474 0 0.7554 3.0445 0.1481
197 2011 1 0.2063 -0.2929 1.6189 14.2978 0.0393 0.3232 2.5567 0.4134 0.1508 0.0808 0.0335 2.7081 0.5416
197 2012 1 0.0176 -0.5033 1.3754 14.271 0.066 0.2389 3.5677 0.4542 0.1512 0.027 0.0461 2.7726 0.013
197 2013 1 0.2322 0.8565 1.1276 14.5301 0.0118 0.3553 2.113 0.499 0.1625 0.011 0.0486 2.8332 0.2493
197 2014 1 0.8075 -0.7157 1.0922 14.5573 0.0079 0.4524 0.6422 0.426 0.0431 0.023 0.0527 2.8904 0.3432
197 2015 1 0.6004 -0.3819 1.0355 14.604 0.0034 0.3002 0.792 0.1277 0.0361 0.0036 0.0514 2.9444 0.2562
197 2016 1 0.7631 7.3398 1.6768 14.6135 0.0091 0.2248 0.4421 3.7286 0.1194 0.027 0.0444 2.9957 0.1872
198 2013 0 -0.2606 -0.0423 1.5072 11.7003 0.0053 1.2572 0.5907 2.0639 -0.2431 0 0.3004 3.091 0.0147
198 2014 0 -0.3698 0.5193 1.947 11.8909 0.0028 1.3302 0.5962 1.6848 -0.1177 0.273 0.2317 3.1355 0.0198
198 2015 0 -1.6441 0.0646 1.5904 12.0356 0.0016 1.3234 0.623 1.6051 0.0077 0 0.1442 3.1781 6e-04
198 2016 0 -1.4689 -0.5434 0.2931 11.8375 0.0072 1.8836 0.4154 -0.1933 -0.4921 0 0.1603 3.2189 -0.0019
199 2009 1 0.9373 -0.224 1.319 12.5645 0.0685 0.8499 1.946 0.3036 0.0367 0.1237 0.0522 3.6889 1.9681
199 2010 0 -3.7308 -0.1689 1.0516 12.5541 0.0288 0.6237 1.0535 -0.2153 -0.0816 0 0.0472 3.7136 1.9769
200 2011 1 0.2663 0.2921 1.4878 12.7907 0.031 0.5305 1.1808 0.6552 0.1858 0.1711 0.3571 4.0073 0.0218
200 2012 1 0.119 0.5133 1.7723 13.1475 0.0092 0.4175 1.5688 0.5949 0.3205 0.1777 0.3509 4.0254 0.003
200 2013 1 0.2371 0.3359 1.5191 13.4259 0.0366 0.3632 2.0541 0.5108 0.3144 0.1929 0.2462 4.0431 0.018
200 2014 1 0.0982 0.2282 2.8385 13.5291 0.0387 0.2849 2.7844 0.5903 0.3261 0.2111 0.2242 4.0604 0.0953
200 2015 1 0.1839 0.0596 2.5514 13.6517 0.0541 0.204 3.909 0.6744 0.3745 0.1898 0.263 4.0775 0.0193
200 2016 1 0.3556 0.1124 7.9452 13.8572 0.0866 0.2189 3.6451 1.0655 0.3649 0.1904 0.2283 4.0943 0.0105
201 2013 1 0.6967 -0.2375 1.8101 13.3048 0.1149 0.7327 1.0052 0.0887 0.024 0.1768 0.2642 3.4012 1.5159
201 2014 0 -6.5252 0.4506 1.294 12.8702 0.0023 0.6807 0.9383 -0.1785 -0.0576 0 0.3834 3.434 0.4868
201 2015 0 -0.2568 -0.4342 1.8868 12.7344 0.0263 0.7296 0.69 -0.5936 -0.0953 0 0.5094 3.4657 1.8346
201 2016 0 7.4084 0.0263 1.3989 13.756 0.0085 0.854 0.9727 -16.2658 0.0506 0.1526 0.1811 3.4965 0.486
202 2009 1 0.4156 0.2381 1.0843 12.6913 0.0824 0.5373 1.8707 0.5025 0.2106 0.2222 0.1077 3.5553 0.5214
202 2010 1 0.0732 0.0853 1.3007 12.7873 0.0713 0.5893 1.9763 0.4908 0.1724 0.2218 0.0972 3.5835 0.3029
202 2011 1 0.0475 0.1226 1.1813 12.9362 0.0534 0.6382 1.5012 0.5019 0.1389 0.2261 0.124 3.6109 0.5943
202 2012 1 0.6995 0.6682 1.2346 13.5587 0.0372 0.654 1.4475 0.7205 0.2205 0.1983 0.0688 3.6376 0.5503
202 2013 1 0.0991 0.9205 1.787 13.8117 0.1353 0.4407 2.1522 0.7456 0.394 0.199 0.1033 3.6636 0.6654
202 2014 1 0.2141 -0.236 1.7339 13.8908 0.0763 0.5293 1.6133 0.7052 0.2683 0.1947 0.1843 3.6889 0.4337
202 2015 1 0.8586 -0.0963 1.4362 14.1525 0.0188 0.5243 1.349 0.42 0.1385 0.1972 0.3157 3.7136 0.4012
202 2016 1 0.4312 -0.0838 1.7541 14.1104 0.0194 0.5269 1.3029 1.5304 0.0768 0.1967 0.332 3.7377 0.162
203 2009 1 0.2538 0.0465 0.6507 13.1837 0.0186 0.4767 1.6231 0.0415 0.039 0.2055 0.2201 2.8904 0.196
203 2010 1 0.9658 -0.0168 0.7214 13.1734 0.0139 0.4884 1.5915 0.0094 0.0074 0 0.1988 2.9444 0.4117
203 2011 0 7.7782 0.0619 0.7578 13.2958 0.0385 0.5851 1.433 -0.0807 -0.0045 0 0.1516 2.9957 0.6313
203 2012 1 1.812 0.2462 0.7657 13.3303 0.0261 0.575 1.6229 0.5796 0.0355 0.1933 0.1236 3.0445 0.8895
203 2013 1 0.9844 0.391 1.3581 13.5938 0.0441 0.4549 2.0475 0.6222 0.2288 0.0561 0.0808 3.091 0.603
203 2014 1 1.0388 -0.0558 1.1335 13.592 0.0246 0.495 1.9182 0.5914 0.035 0.0154 0.0674 3.1355 1.3282
203 2015 1 0.6681 0.0302 1.0984 13.7538 0.0166 0.6156 1.6345 0.1255 0.0213 0 0.048 3.1781 1.5223
204 2009 1 7.9625 0.1211 2.9963 12.135 0.088 0.6362 0.814 0.2496 0.2195 0 0.4674 2.8904 0.7289
204 2010 1 0.3761 0.895 3.5982 12.3816 0.123 0.2179 2.9492 0.3249 0.2486 0.0614 0.3816 2.9444 0.942
204 2011 1 0.0159 0.2383 2.3647 12.6912 0.1808 0.386 1.8797 0.3546 0.1784 0.0322 0.2824 2.9957 0.7054
204 2012 1 0.5673 0.3791 1.7668 12.9125 0.2768 0.2994 2.5802 0.5345 0.3346 0.0277 0.2322 3.0445 1.2057
204 2013 1 0.1751 -0.1405 1.8186 12.8002 0.1386 0.2224 3.5201 0.5307 0.2917 0.0614 0.2726 3.091 1.1802
204 2014 1 0.6763 -0.1592 1.2131 12.9319 0.1201 0.4314 1.7773 0.4374 0.0902 0.1641 0.2553 3.1355 0.4138
204 2015 0 10.803 0.1388 1.3458 12.8506 0.1197 0.5641 1.3293 0.204 -0.0753 0 0.2725 3.1781 0.2276
204 2016 1 2.2104 0.6082 5.7693 13.151 0.1704 0.4234 2.0959 0.7297 0.2537 0.1564 0.1825 3.2189 0.4594
205 2009 1 0.2667 -0.0543 1.3803 12.8311 0.0699 0.2688 2.2328 0.5974 0.2511 0.1853 0.2856 3.2958 0.0361
205 2010 1 0.2367 0.2724 1.8138 13.0764 0.2234 0.2778 2.457 0.681 0.2803 0.2115 0.3009 3.3322 0.028
205 2011 1 0.0713 0.1694 1.0091 13.7362 0.0377 0.1894 2.2922 0.2308 0.1602 0.1943 0.5572 3.3673 0.0525
205 2012 1 0.312 0.2306 1.0809 14.2064 0.0485 0.2164 1.9096 0.227 0.1568 0.1984 0.5806 3.4012 0.0303
205 2013 1 0.6872 0.5952 2.5568 14.2923 0.0246 0.2148 2.1751 0.2789 0.2177 0.225 0.5258 3.434 0.0028
205 2014 1 0.0361 0.1172 1.5193 14.3338 0.0106 0.1964 2.5219 0.3104 0.2197 0.1935 0.497 3.4657 0.0222
205 2015 1 0.6798 -0.1754 1.2961 14.4249 0.0374 0.3861 1.4504 0.1695 0.0705 0.2448 0.4331 3.4965 0.0265
205 2016 1 0.438 0.0773 1.5357 14.2719 0.0449 0.3411 1.452 8.8682 0.0432 0.3102 0.496 3.5264 0.1064
206 2009 0 -1.6571 -0.6052 1.8901 11.4815 0.0035 1.3911 0.7162 2.4253 -0.7179 0 0.3087 2.1972 0.2448
206 2010 0 -7.4072 -0.3198 2.5053 11.2113 0.0394 2.0131 0.3164 1.721 -0.5481 -0.0519 0.3509 2.3026 0.5597
207 2009 1 0.3745 0.1334 0.9582 12.5785 0.0366 0.6883 1.1125 0.2705 0.084 0.225 0.2452 3.4657 0.0682
207 2010 1 0.4776 -0.0082 0.8101 12.7013 0.0813 0.581 1.4163 0.2218 0.0613 0.225 0.2052 3.4965 0.2742
207 2011 1 0.3034 0.0845 0.845 12.6951 0.0387 0.5749 1.4716 0.2235 0.0399 0.225 0.194 3.5264 0.0271
207 2012 1 0.3621 -0.0374 0.835 12.7311 0.037 0.5886 1.4922 0.2232 0.0231 0.3726 0.1702 3.5553 0.0071
207 2013 1 0.4106 0.0996 0.7257 12.9216 0.0158 0.5193 1.8206 0.4469 0.0343 0.225 0.1269 3.5835 0.0034
207 2014 1 0.2925 0.4479 1.2611 12.8868 0.0455 0.4463 2.2709 0.498 0.0538 0.2266 0.1347 3.6109 0.1503
207 2015 1 1.3242 -0.4937 1.2517 12.8234 0.0156 0.4761 2.2263 0.4337 0.0018 0.2244 0.1337 3.6376 0.3228
207 2016 0 -1.5089 0.0487 1.7503 12.642 0.0188 0.5646 1.9504 4.0533 -0.0698 0 0.1394 3.6636 0.0862
208 2009 1 0.122 0.0065 0.8486 12.6626 0.0202 0.6431 1.4408 0.2444 0.0541 0.1758 0.0857 3.8067 0.0712
208 2010 1 0.286 0.0213 0.956 12.8179 0.0136 0.7193 1.2014 0.172 0.0307 0.1413 0.0719 3.8286 0.0189
208 2011 0 2.8135 -0.2561 0.9847 12.9714 0.0191 0.798 1.0462 0.0118 -0.0087 0 0.2598 3.8501 0.0238
208 2012 0 -1.277 -0.5642 1.1292 12.7009 0.0225 0.9583 0.8694 -5.2578 -0.2249 0 0.0951 3.8712 0.0112
208 2013 0 -0.0492 0.052 1.6435 12.6755 0.0425 1.0227 0.7948 12.8207 -0.2151 0 0.0901 3.8918 0.7526
208 2014 0 -1.1818 2.1605 1.692 12.9137 0.0954 0.7389 1.1312 -0.941 -0.0381 0 0.0661 3.912 1.1091
209 2015 1 0.3111 0.1155 2.1064 12.4324 0.0499 0.5036 1.0539 0.4762 0.1772 0.2267 0.4293 2.3979 0.0244
209 2016 1 0.4504 -0.01 1.666 12.5509 0.1292 0.497 0.8564 1.2828 0.122 0.2334 0.3616 2.4849 9e-04
210 2009 1 0.0631 -0.7363 0.8017 13.7407 0.003 0.3874 1.1129 0.2254 0.0494 0.1125 0.5736 2.6391 0.2205
210 2010 1 0.2547 0.5711 0.9169 13.7473 0.0169 0.3419 1.2924 0.2784 0.0707 0.1125 0.5586 2.7081 0.3368
210 2011 1 0.2916 1.1843 1.021 13.8794 0.0102 0.3361 1.563 0.3661 0.0941 0.225 0.4752 2.7726 0.5333
210 2012 1 0.4607 0.2264 1.8332 13.8036 0.0111 0.2855 1.8569 0.361 0.0517 0.2185 0.4804 2.8332 0.0642
210 2013 1 0.9538 2.7328 1.8585 14.3093 0.1349 0.4709 1.564 0.4645 0.1602 0.2215 0.2736 2.8904 0.1603
210 2014 1 0.3946 0.0046 3.589 14.1955 0.1396 0.3735 1.8194 0.4851 0.1013 0.1981 0.3111 2.9444 0.4163
210 2015 1 0.3252 0.1962 2.3987 14.3832 0.1311 0.4462 1.65 0.517 0.0524 0.2029 0.2555 2.9957 0.016
210 2016 1 0.5452 -0.0362 6.8251 14.4605 0.1195 0.3942 1.9642 0.6284 0.1096 0.1922 0.2239 3.0445 0.0084
211 2011 1 0.2684 0.2677 1.4406 15.3482 0.0746 0.5219 1.6937 0.3526 0.1571 0.0121 0.2884 2.9957 0.2481
211 2012 1 0.2656 0.8125 1.932 15.8251 0.0886 0.502 2.2102 0.4365 0.2081 0.1636 0.3233 3.0445 0.1162
211 2013 1 0.3708 0.1515 1.4417 16.1462 0.0535 0.6868 1.1834 0.3502 0.0882 0.1337 0.4054 3.091 0.114
211 2014 1 0.1638 0.2486 1.1093 16.2107 0.0372 0.7249 0.9665 0.3064 0.0655 0.0585 0.3583 3.1355 0.0461
211 2015 1 0.9776 -0.2512 1.1196 16.2636 0.106 0.5912 1.1226 0.0768 0.0247 0.0242 0.3995 3.1781 0.0413
211 2016 1 0.5545 0.2436 1.4495 16.3142 0.0585 0.5248 1.1439 6.8944 0.0541 0.0954 0.412 3.2189 0.1136
212 2011 1 0.398 0.4705 1.4152 11.6141 0.0444 0.5255 1.3306 0.2023 0.1161 0.2224 0.2256 3.0445 4.0598
212 2012 1 0.5108 0.4344 1.2281 11.8815 0.082 0.5175 1.4157 0.38 0.1894 0.1861 0.224 3.091 1.8641
212 2013 1 0.6213 0.5134 1.8361 12.2954 0.064 0.4696 1.3696 0.6205 0.3212 0.0804 0.0795 3.1355 2.348
212 2014 1 0.7651 0.5951 1.2851 12.6791 0.0499 0.5611 1.3691 0.3742 0.1336 0.1949 0.0539 3.1781 0.9036
212 2015 1 0.0934 -0.4164 1.0893 13.0254 0.2193 0.6675 1.079 0.3995 0.1078 0.064 0.0345 3.2189 2.1322
212 2016 1 1.152 0.0431 1.6267 13.0463 0.0213 0.5861 1.2354 2.747 0.0175 0.0494 0.0304 3.2581 3.4984
213 2011 1 0.2823 0.3425 1.9669 16.929 0.1834 0.6527 0.9058 0.6483 0.1765 0.2586 0.4295 3.1355 0.0541
213 2012 1 0.8029 0.7736 2.0483 17.3803 0.0837 0.4372 1.6331 0.8618 0.4077 0.1627 0.307 3.1781 0.1012
213 2013 1 0.751 0.2862 2.1025 17.6309 0.1272 0.4472 1.7058 0.6476 0.3548 0.1565 0.2808 3.2189 0.0332
213 2014 1 0.3847 -0.1292 1.2284 17.836 0.0486 0.6242 0.9256 0.5777 0.1654 0.132 0.2636 3.2581 0.0308
213 2015 1 0.8853 -0.1285 1.1074 17.8062 0.0423 0.7465 0.6959 0.3293 0.0392 0.0756 0.3078 3.2958 0.061
213 2016 1 0.3615 0.1455 2.0327 17.7805 0.0836 0.5467 0.9565 1.7521 0.1227 0.0832 0.3413 3.3322 0.0606
214 2009 0 -1.5027 0.4222 1.6103 13.9882 0.0341 1.2318 0.8001 1.3993 -0.3274 0 0.0457 2.9444 0.01
214 2010 0 -1.4164 0.1965 1.7845 13.7465 0.0229 1.3023 0.757 1.3898 4e-04 0 0.0553 2.9957 0.0039
214 2011 0 1.0748 0.69 1.5194 14.4543 0.0415 0.7723 1.3114 -0.8777 0.0093 0 0.0256 3.0445 0.1229
214 2012 0 0.0615 -0.3278 1.4509 14.6772 0.0207 0.804 3.6103 -0.7461 0.008 0 0.019 3.091 0.0112
214 2013 0 -4.4998 0.0553 1.3788 15.0746 0.0167 0.8832 3.1775 -0.9684 -0.0104 0 0.0119 3.1355 0.1341
214 2014 0 -7.2596 1.7684 1.2124 15.5207 0.0035 0.9216 1.7673 -0.8786 0.0046 0 0.0074 3.1781 0.0063
215 2009 1 0.2714 -0.2141 1.1407 17.7999 0.0715 0.4785 1.0872 0.3641 0.1405 0.0951 0.4177 2.9444 0.1073
215 2010 1 0.0848 0.3324 1.3746 18.1674 0.0578 0.4696 0.9292 0.3382 0.179 0.1154 0.4852 2.9957 0.0875
215 2011 1 0.2556 0.2153 1.3793 18.3173 0.0516 0.5301 0.9595 0.3319 0.107 0.1223 0.3424 3.0445 0.1176
215 2012 1 0.4952 0.5474 1.5007 18.5497 0.0505 0.5258 1.0322 0.4657 0.1763 0.1363 0.3028 3.091 0.1588
215 2013 1 0.0701 0.3763 1.5703 18.8173 0.057 0.5235 1.1105 0.4347 0.2078 0.1241 0.2708 3.1355 0.1302
215 2014 1 0.4063 0.0485 1.0657 19.0094 0.0327 0.5328 1.0093 0.3437 0.1319 0.1146 0.277 3.1781 0.0664
215 2015 1 0.8982 -0.2337 0.9023 19.1062 0.0331 0.5486 0.9489 0.1021 0.04 0.0947 0.2984 3.2189 0.1403
215 2016 1 0.6314 0.2932 1.2103 19.15 0.0292 0.4858 0.8956 2.9841 0.1002 0.0937 0.3267 3.2581 0.0567
216 2016 0 -0.4941 0.4998 1.6295 17.1513 0.059 0.5604 1.1141 -5.4683 -0.0434 0 0.3361 1.6094 0.0713
217 2009 1 1.3236 -0.245 2.096 15.1812 0.0266 0.546 0.7041 0.1097 0.0035 0 0.5764 2.9444 0.0141
217 2010 1 1.3595 0.1594 2.7941 15.4016 0.054 0.3578 1.1461 0.3211 0.1867 0.0494 0.5581 2.9957 0.067
217 2011 1 0.3857 0.5868 2.085 15.6624 0.1034 0.254 2.0619 0.364 0.2517 0.0959 0.4756 3.0445 0.008
217 2012 1 0.0521 0.4848 2.2685 16.224 0.2434 0.2752 2.3006 0.4638 0.3246 0.1935 0.3448 3.091 0.0103
217 2013 1 0.3028 0.2527 3.3271 16.4635 0.0589 0.4613 1.1246 0.3959 0.1652 0.1841 0.4307 3.1355 0.0137
217 2014 1 0.3627 0.1177 2.0212 16.6311 0.0199 0.4385 1.0455 0.358 0.1105 0.1913 0.4946 3.1781 0.0418
217 2015 1 1.094 -0.3238 1.7846 16.6659 0.0189 0.4933 0.8003 0.3117 0.0135 0.1761 0.6034 3.2189 0.0016
217 2016 1 0.6943 0.1657 2.8635 16.8445 0.019 0.521 0.7367 5.6185 0.0474 0.209 0.5793 3.2581 0.0385
218 2013 1 1.354 -0.4349 3.5997 11.3671 0.0751 0.3775 1.5872 0.0414 0.0024 0 0.5794 3.8501 0.6992
218 2014 0 -1.4614 -0.0843 2.5634 11.3031 0.0257 0.4431 1.3346 -0.1422 -0.1506 0 0.5914 3.8712 0.3999
218 2015 0 -0.3274 -0.1632 4.236 11.5709 0.1879 0.6433 1.0629 -0.8933 -0.2581 0 0.4237 3.8918 0.1955
218 2016 0 -0.3061 -0.3364 2.1253 12.087 0.2015 0.8268 0.8196 -0.9883 -0.2393 0 0.3414 3.912 0.9109
219 2015 1 0.5077 0.0561 1.0899 16.1173 0.0303 0.9142 0.9664 0.2712 0.02 0.1151 0.1146 3.434 0.5086
219 2016 1 0.9287 -0.0693 1.2677 16.0306 0.0363 0.9178 0.9497 4.9098 0.0045 0 0.1304 3.4657 0.2311
220 2009 1 0.3456 0.2562 1.0595 13.2277 0.0123 0.2014 2.9556 0.4319 0.2256 3e-04 0.0506 3.434 0.2073
220 2010 1 0.1901 0.2741 1.2341 13.4351 0.0162 0.2473 2.436 0.4425 0.2403 3e-04 0.0383 3.4657 0.1555
220 2011 1 0.2581 0.3786 1.2994 13.597 0.0164 0.2474 2.5467 0.5151 0.2955 0.0084 0.0324 3.4965 0.2203
220 2012 1 0.3359 -0.4 0.4899 13.4685 0.0287 0.1258 4.6502 0.5253 0.207 0.0233 0.036 3.5264 0.1395
220 2013 1 1.0389 -0.898 1.019 13.451 0.0892 0.1088 5.3381 0.5262 0.0324 0 0.0471 3.5553 0.7635
220 2014 1 0.8431 2.2006 1.3249 13.5214 0.1842 0.0658 8.6705 0.5787 0.1189 0.0483 0.0456 3.5835 0.5044
220 2015 1 0.5219 1.122 0.7593 13.873 0.1421 0.2518 2.296 0.2798 0.0944 0.0037 0.0341 3.6109 1.9362
220 2016 1 0.0661 -0.9146 1.4941 14.1553 0.1256 0.3109 1.9362 3.4975 0.078 0.07 0.0243 3.6376 0.7226
221 2009 1 0.6871 -0.1283 1.8261 12.1242 0.0488 0.7786 1.0251 0.334 0.0854 0.2182 0.235 3.9318 0.0433
221 2010 1 0.8136 1.4222 1.7754 12.4321 0.0739 0.6544 1.2942 0.6838 0.2329 0.1834 0.1981 3.9512 0.2353
221 2011 1 0.1255 0.6188 2.7836 12.9362 0.0884 0.7644 1.1448 0.7198 0.1681 0.206 0.1525 3.9703 0.6196
221 2012 1 0.4128 0.3182 1.6318 13.4218 0.0293 0.5207 1.2201 0.3858 0.2317 0.0193 0.3852 3.989 0.6865
221 2013 1 1.0749 0.3677 2.0932 13.7669 0.0282 0.6387 1.1521 0.403 0.148 0.2348 0.2814 4.0073 0.3432
221 2014 1 1.2347 0.3791 1.3424 13.7226 0.0202 0.7627 0.9347 0.0473 0.0105 0.1532 0.2948 4.0254 0.2041
221 2015 1 1.0598 0.0134 1.681 13.9853 0.013 0.7696 1.0285 0.2333 0.0562 0.1902 0.2172 4.0431 0.5758
221 2016 1 0.6284 0.119 2.06 14.208 0.0588 0.7394 1.1568 1.1443 0.117 0.1625 0.1634 4.0604 0.1848
222 2013 1 0.491 1.3892 1.9968 13.0836 0.0566 0.7214 1.2775 0.1976 0.0922 0.2205 0.1973 4.0073 0.7276
222 2014 0 -6.71 -0.1172 1.4395 13.1091 0.0407 1.0562 0.7994 4.8756 -0.1378 0 0.2221 4.0254 0.4512
222 2015 0 -0.5622 -0.2902 1.6876 13.1521 0.0664 1.1107 0.7742 2.8852 -0.0569 0 0.208 4.0431 5.1775
222 2016 0 -26.9676 0.5482 1.4817 13.2609 0.0241 0.8441 1.148 -0.7287 0.0459 0.2113 0.1944 4.0604 2.8955
223 2009 0 -0.8567 0.563 1.3743 12.4473 0.0552 0.9062 0.6979 -1.7514 -0.0861 0 0.378 3.8067 0.062
223 2010 0 -1.5753 -0.1269 1.2166 12.4765 0.0662 0.8957 0.7681 -1.4051 0.0044 0 0.3062 3.8286 0.0701
